Brand,Name,Anchal,Type,Condition,Used For,Lot No,Price,Mileage,Engine,Make Year,Kilometers
hero,xtreme,Bagmati,Sports,Like New (used few times),about 1 year,84,220000,45,150,2017,5000
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,,64,165000,30,220,2014,37000
enfield,classic,Bagmati,Cruiser,Excellent,2 years ,67,350000,25,350,2015,13000
ktm,UnKnown,Bagmati,Sports,Excellent,,82,438000,28,390,2016,7500
suzuki,UnKnown,Bagmati,Standard,Like New (used few times),,38,59999,,150,,
bajaj,pulsar,Bagmati,Standard,Excellent,54 Lot,54,130000,35,150,2012,26002
yamaha,r15,Bagmati,Sports,Like New (used few times),1 year,43,95000,,,,
bajaj,pulsar,Bagmati,Standard,Excellent,,55,105000,40,150,2011,
enfield,UnKnown,Mechi,Dirt,Like New (used few times),6 MONTH,9,475000,30,411,2017,11000+
honda,crf,Bagmati,Dirt,,,89,1180000,,,,
UnKnown,UnKnown,Bagmati,Sports,Excellent,3 yrs,67,280000,25,200,2015,25000
yamaha,fz,Koshi,Sports,Excellent,10years,10,90000,40,150,2008,27000
honda,UnKnown,Gandaki,Standard,Like New (used few times),8month,13,180000,50,125,,8500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,65,180000,35,200,,30k+
UnKnown,UnKnown,Bagmati,Scooty,Like New (used few times),,79,120000,30,110,2016,8000
enfield,UnKnown,Bagmati,Standard,Excellent,4 months,84,485000,,411,2017,8563
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),10 month,88,190000,40,160,2017,10000
honda,cbr,Bagmati,Sports,,,55,250000,27,249,,
bajaj,pulsar,Gandaki,Standard,Excellent,3 months,49,250000,,220,,9700
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,3 year,43,95000,40,159,2010,39k
ktm,duke,Bagmati,Dirt,Like New (used few times),1 year,85,400000,35,200,2017,8000
enfield,classic,Koshi,Standard,,2 and half,20,335000,25,350,2014,12000+
UnKnown,UnKnown,Bagmati,Standard,Excellent,3 year,68,140000,40,155,2015,35000
suzuki,gixxer,Bagmati,Standard,Excellent,,96,178000,45,150,2016,19800
tvs,apache,Bagmati,Standard,Excellent,,78,198000,32,200,2016,20200
UnKnown,UnKnown,Bagmati,Scooty,Like New (used few times),only 1 year,85,160000,,,2017,3400
UnKnown,UnKnown,Lumbini,Sports,Like New (used few times),,37,400000,,200,2017,5500+
honda,unicorn,Bagmati,Standard,Excellent,5 year,59,120000,45,160,2013,28000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),1 year,84,450000,7150,500,,
bajaj,pulsar,Bagmati,Cruiser,,,35,100000,,,,
yamaha,ray,Bagmati,Scooty,Like New (used few times),1and half year,82,130000,35,113,2017,10k
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),1 yeat,81,230000,30,220,2017,12500
tvs,jupiter,Bagmati,Scooty,Good/Fair,2 years ,68,100000,45,110,2015,21000+
hero,UnKnown,Bagmati,Scooty,Excellent,2 years,72,78000,,110,,
bajaj,pulsar,Bagmati,Sports,Excellent,16 months,83,210000,35,220,2017,16600
bajaj,pulsar,Bagmati,Sports,Excellent,,60,170000,30,200,2013,18000
ktm,UnKnown,Bagmati,Sports,Excellent,2 and half yea,71,350000,28,200,2015,19850
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),2 years,69,18000,35,220,2016,18000
bajaj,avenger,Bagmati,Cruiser,Good/Fair,6 years,29,67000,40,200,2012,25000
enfield,UnKnown,Bagmati,Standard,Excellent,,25,189000,28,350,2007,48700
bajaj,pulsar,Bagmati,Standard,Excellent,15month,84,240000,40,220,2017,12000
crossfire,UnKnown,Bagmati,Sports,Like New (used few times),1year,10,100000,,,,
bajaj,pulsar,Bagmati,Standard,Excellent,15month,84,240000,40,220,2017,12000
bajaj,pulsar,Bagmati,Standard,Excellent,,40,83000,40,150,2010,29000
enfield,UnKnown,Narayani,Cruiser,Good/Fair,,20,200000,20,350,2011,
bajaj,pulsar,Bagmati,Sports,Excellent,1 years,69,115000,42,150,2016,18000
honda,crf,Bagmati,Dirt,Like New (used few times),,85,920000,30,250,2017,10800
bajaj,pulsar,Bagmati,Standard,Good/Fair,,48,120000,35,180,2012,40k
bajaj,UnKnown,Bagmati,Sports,Excellent, 000,96,245000,35,200,2016,0
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,1yrs,62,150000,,153,2014,7587
hero,UnKnown,Bagmati,Standard,Excellent,8 year,28,53000,55,100,209,30000
UnKnown,UnKnown,Bagmati,Sports,Excellent,18 month,83,205000,35,220,2017,11000
UnKnown,UnKnown,Bagmati,Sports,Excellent,3 years,72,155000,35,220,2015,22000
bajaj,ns,Bagmati,Standard,Like New (used few times),4month,92,290000,30,200,3018,7000
ktm,duke,Bagmati,Dirt,Like New (used few times),14 months,82,380000,30,200,2017,21000
bajaj,pulsar,Bagmati,Standard,Good/Fair,8.1year,37,80000,37,150,2010,33000
ktm,UnKnown,Bagmati,Sports,Excellent,2 years,73,400000,30,200,2016,21000
yamaha,UnKnown,Gandaki,Standard,Like New (used few times),2 YEARS,11,200000,,150,2015,22000
hero,splendor,Bagmati,Standard,Good/Fair,2 years,53,75000,45,125,2012,28590
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),3month,91,330000,28,250,2017,7000+
yamaha,fz,Bagmati,Sports,Like New (used few times),2 year,71,170000,40,150,2015,25000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),6 months,85,400000,40,350,2017,
bajaj,platina,Bagmati,Standard,Good/Fair,,24,50000,,,,
yamaha,fz,Narayani,Sports,Like New (used few times),4 month,51,300000,35,250,2018,7000
bajaj,pulsar,Bagmati,Standard,Excellent,1 year,73,179000,35,220,2017,19000
honda,UnKnown,Bagmati,Standard,Excellent,2 years,64,160000,,150,2014,11188
suzuki,UnKnown,Bagmati,Dirt,,,26,325000,35,200,1998,
honda,dio,Bagmati,Scooty,Excellent,12 months,77,140000,,,,
bajaj,pulsar,Bagmati,Sports,Excellent,2 yrs,82,220000,35,220,2016,30k
honda,aviator,Bagmati,Scooty,Excellent,Month,57,110000,47,109,2014,2200
bajaj,pulsar,Bagmati,Standard,Excellent,,76,174000,45,150,2015,18900
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),8-9 month,87,235000,35,220,2017,10k
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,,40,70000,,150,,
honda,aviator,Bagmati,Scooty,Excellent,,55,95000,40,110,,16690
yamaha,fz,Bagmati,Sports,Like New (used few times),3 years,63,122000,35,153,2014,13500
UnKnown,UnKnown,Bagmati,Sports,Excellent,7 months ,70,145000,40,150,2015,19500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),Three ,70,145000,,150,2015,18500
bajaj,pulsar,Gandaki,Standard,Like New (used few times),13 month,13,200000,35,180,2017,13000
tvs,UnKnown,Bagmati,Sports,Excellent,7years,50,80000,40,180,2011,59000
yamaha,UnKnown,Bagmati,Standard,Excellent,4 years,59,130000,35,152,2013,25000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,82,218000,30,220,2016,16000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),,43,115000,30,220,2010,
yamaha,r15,Bagmati,Sports,Excellent,4year,57,170000,33,149,2013,45000
UnKnown,UnKnown,Bagmati,Sports,Excellent,9 month,89,455000,30,200,2017,9000+
honda,dio,Bagmati,Scooty,Excellent,1 Year,49,67000,35,110,2012,
bajaj,avenger,Bagmati,Standard,Excellent,,57,170000,,,,13000
UnKnown,UnKnown,Bagmati,Dirt,Like New (used few times),Year,81,450000,,250,2016,"10,000"
UnKnown,UnKnown,Gandaki,Dirt,Excellent,2 years,9,330000,17,250,,10000+
ktm,duke,Bagmati,Sports,Like New (used few times),4 months,93,700000,22,390,2018,3700
yamaha,fz,Bagmati,Standard,Like New (used few times),1n 1/2yers,77,190000,40,150,2016,21890
ktm,UnKnown,Lumbini,Sports,Like New (used few times),9 months,33,480000,,200,2016,7000
hero,xtreme,Bagmati,Sports,Excellent,10 Month,57,95000,40,150,2013,30000
honda,hornet,Bagmati,Standard,Excellent,2 Year,75,170000,,160,2016,24000
bajaj,pulsar,Bagmati,Standard,Excellent,4year,65,137700,45,150,2014,37000
UnKnown,UnKnown,Bagmati,Dirt,Excellent,,48,160000,30,125,2012,
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,70,2000,35,200,2015,26
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,75,180000,,150,2013,30k 
ktm,duke,Lumbini,Sports,Like New (used few times),9month,37,515000,27,250,2017,4700
UnKnown,UnKnown,Bagmati,Sports,Excellent,4 years,60,175000,38,150,2013,32000
enfield,UnKnown,Bagmati,Dirt,Like New (used few times),1.5 years,79,464000,31,411,2016,11500
honda,dio,Bagmati,Scooty,Like New (used few times),,61,102000,,,2014,
UnKnown,UnKnown,Bagmati,Standard,Excellent,2 year,72,110000,65,100,2016,11000
suzuki,UnKnown,Bagmati,Cruiser,Excellent,3 month,93,280000,40,150,2018,4500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),8 month,84,230000,35,200,2017,11800
bajaj,pulsar,Bagmati,Standard,Excellent,1.5 year,78,168000,40,150,2016,21214
UnKnown,UnKnown,Bagmati,Scooty,Excellent,10 months,81,150000,,109,2016,6000
yamaha,UnKnown,Bagmati,Standard,Excellent,7yrs,43,55000,45,125,2010,30000
um,renegade,Bagmati,Cruiser,Excellent,1 year,84,210000,,,2017,
bajaj,pulsar,Bagmati,Sports,Excellent,,22,49500,32,150,2010,42000
UnKnown,UnKnown,Gandaki,Sports,Like New (used few times),2years,11,180000,40,220,,14000
UnKnown,UnKnown,Gandaki,Scooty,Like New (used few times),2015,10,90000,,,,
tvs,UnKnown,Bagmati,Standard,,4 years,64,135000,,160,2014,44500
honda,dio,Bagmati,Scooty,Like New (used few times),1 year,79,140000,40,110,,2500
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),,86,530000,,250,,2700
yamaha,r15,Gandaki,Sports,Good/Fair,4 yrs.,8,140000,40,150,2013,10000
honda,UnKnown,Bagmati,Dirt,Like New (used few times),,46,300000,45,150,,10000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),2 year 3month,74,209000,,180,2016,10500
bajaj,pulsar,Bagmati,Sports,Good/Fair,3years,69,165000,40,220,2015,21
UnKnown,UnKnown,Bagmati,Sports,Excellent,2015 6 7,67,138000,45,150,2015,25000
bajaj,ns,Bagmati,Sports,Like New (used few times),2017 4 8,84,223000,30,200,2017,10k
benelli,tnt,Bagmati,Standard,Like New (used few times),,80,505000,30,300,2016,11000
yamaha,r15,Narayani,Sports,Like New (used few times),,29,180000,40,150,2014,40000
honda,dio,Bagmati,Scooty,Like New (used few times),9 months,86,165000,40,110,2017,9000
hero,karizma,Bagmati,Sports,Good/Fair,,48,75000,25-30,223,2011,
hero,pleasure,Bagmati,Sports,Excellent,5 months,78,210000,35,220,2016,17000
yamaha,fascino,Bagmati,Scooty,Excellent,2years,75,1300,35,125,2016,11000
UnKnown,UnKnown,Koshi,Cruiser,Excellent,2.5 year,19,340000,32,500,2014,19000
bajaj,ns,Bagmati,Sports,Like New (used few times),,76,220000,32,200,2016,5000
yamaha,fz,Bagmati,Sports,Excellent,,51,100000,40,153,2011,31000
UnKnown,UnKnown,Koshi,Standard,Excellent,,29,150000,35,150,2012,39000
UnKnown,UnKnown,Koshi,Standard,Like New (used few times),9 month,31,205000,35,150,2017,8000
aprilla,UnKnown,Bagmati,Scooty,Excellent,10 months,85,211000,,150,2017,6000
hero,xtreme,Bagmati,Sports,Like New (used few times),,83,170000,,150,2017,10500
bajaj,pulsar,Bagmati,Standard,Like New (used few times),1 year,79,245000,,220,,11500
bajaj,UnKnown,Bagmati,Standard,Excellent,1 year,85,198000,,,,10k
tvs,UnKnown,Bagmati,Standard,Like New (used few times),,90,140000,65,125,2018,
um,renegade,Bagmati,Cruiser,,1.5 years,77,275000,,223,2016,3445
bajaj,pulsar,Bagmati,Sports,Excellent,4yer,60,160000,35,220,2013,
UnKnown,UnKnown,Bagmati,Standard,Excellent,5month,84,250000,35,220,2074,8000
honda,unicorn,Bagmati,Standard,Excellent,5 + year,43,77000,40,150,,
UnKnown,UnKnown,Bagmati,Sports,Excellent,1 yrs,42,78000,40,180,2010,45000
suzuki,UnKnown,Bagmati,Standard,Excellent,2 yrs,30,250000,30,250,2009,
honda,unicorn,Bagmati,Standard,Excellent,10 years,32,60000,,150,,52000
UnKnown,UnKnown,Bagmati,Sports,Excellent,,70,190000,30,220,,40000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),,74,340000,35,350,2016,
um,renegade,Bagmati,Standard,Excellent,1 year,84,220000,36,223,2016,6867
bajaj,pulsar,Bagmati,Sports,Like New (used few times),1 year,81,218000,35,220,2017,11000
ktm,duke,Bagmati,Sports,Excellent,2month,67,325000,20,390,2015,22k
honda,dio,Bagmati,Scooty,Excellent,6 years,47,57000,3,110,2011,20000
honda,unicorn,Bagmati,Standard,Excellent,7 years,21,39000,45,150,2006,40000
yamaha,r15,Bagmati,Sports,Excellent,2 years,71,179000,40,150,2015,20000
yamaha,fz,Bagmati,Standard,Excellent,3year ,68,147000,35,153,2015,47k
yamaha,r15,Bagmati,Sports,Excellent,,60,155000,30,150,,35k
bajaj,pulsar,Bagmati,Standard,Excellent,5 year,57,135000,29,180,2013,42000
yamaha,ray,Bagmati,Scooty,,,86,123456,32,113.4,2017,13k
honda,UnKnown,Bagmati,Dirt,,,92,580000,,,,
bajaj,pulsar,Bagmati,Sports,Excellent,3.5 years,68,180000,,200,,19500
um,UnKnown,Bagmati,Dirt,Excellent,year,79,250000,30,200,,7500
UnKnown,UnKnown,Narayani,Standard,Good/Fair,,23,70000,,153,,
suzuki,gixxer,Bagmati,Standard,Excellent,,66,125000,40,150,2014,25000
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),13MONTHS,83,425000,27,250,2017,9200
enfield,classic,Gandaki,Cruiser,Excellent,2 years,10,390000,35,350,2015,15000
bajaj,ns,Bagmati,Sports,Excellent,,65,195000,,200,,26624
hero,splendor,Bagmati,Standard,Excellent,,7,35000,55,100,1998,
yamaha,UnKnown,Lumbini,Sports,Excellent,,17,150000,40,150,2013,"40,000"
yamaha,fz,Bagmati,Sports,,,46,92000,35,153,2010,38000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),8 month,91,275000,35,220,2017,4000
honda,dio,Bagmati,Scooty,Good/Fair,3.5 years,66,115000,30,110,2014,22000
UnKnown,UnKnown,Bagmati,Standard,Excellent,1 yrs ,76,205000,29,,2017,19000
honda,aviator,Bagmati,Scooty,Like New (used few times),,84,150000,,,,10000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),1year,84,200000,,,,
honda,dio,Bagmati,Scooty,Good/Fair,,45,65000,,,,
yamaha,fz,Bagmati,Standard,Excellent,,55,95000,,153,,
hero,splendor,Narayani,Standard,Excellent,3 Yrs,33,115000,45,125,2015,21000
UnKnown,UnKnown,Bagmati,Scooty,Excellent,,46,70000,,,,
ktm,UnKnown,Bagmati,Sports,Excellent,,69,310000,,,,
UnKnown,UnKnown,Gandaki,Cruiser,Excellent,5 month,2,165000,40,125,2002,47000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),8 months ,90,265000,34,200,2017,4700
honda,unicorn,Bagmati,Standard,Good/Fair,,55,110000,,150,,33000
tvs,apache,Bagmati,Sports,Like New (used few times),1.8 yrs,81,225000,30,200,2016,13000
yamaha,ray,Bagmati,Scooty,Like New (used few times),18days,95,190000,,,,1000
bajaj,UnKnown,Narayani,Sports,Good/Fair,3 year,36,140000,30,200,2015,40000
bajaj,avenger,Bagmati,Cruiser,Good/Fair,9 years,34,75000,26,200,2009,
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,,38,100000,40,150,,36960
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),Few days,94,6000,,,,
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),5 monts,89,26000,43,150,2016,7654
UnKnown,UnKnown,Bagmati,Scooty,Excellent,,45,35000,40,,,21800
honda,shine,Bagmati,Standard,Excellent,4yrs,54,100000,35,125,,19000
bajaj,discover,Sagarmatha,Standard,Excellent,3 year,3,60000,45,125,,3500
UnKnown,UnKnown,Bagmati,Standard,Excellent,,79,399000,35,400,,11000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),3 Months,90,270000,40,200,2018,3200
tvs,apache,Narayani,Sports,Excellent,1year 6 month,56,170000,35,200,2016,21000
honda,shine,Bagmati,Standard,Excellent,2 yeat,72,160000,60,125,2016,13509
enfield,classic,Bagmati,Cruiser,Excellent,,71,310000,30,350,2015,14246
electric,electric,Bagmati,Standard,Excellent,,15,280000,28,350,2005,
bajaj,pulsar,Bagmati,Standard,Like New (used few times),1.5years,79,99000,45,220,2017,15k
hero,UnKnown,Bagmati,Scooty,Excellent,,76,125000,,,,
enfield,UnKnown,Bagmati,Cruiser,Excellent,10 Years,27,300000,25,350,2007,34000
suzuki,gixxer,Bagmati,Standard,Excellent,1yrs,85,185000,45,150,2017,8000
bajaj,pulsar,Bagmati,Standard,Excellent,10 months ,88,250000,,220,,12000
yamaha,r15,Bagmati,Sports,Excellent,5 years,52,135000,35,150,2012,40000
ktm,duke,Bagmati,Cruiser,Excellent,1.5 year,77,425000,45,200,2016,7000
UnKnown,UnKnown,Bagmati,Scooty,Excellent,1.5 year,76,270000,35,150,2016,15000
honda,cbr,Bagmati,Sports,,,44,1900000,,,,
yamaha,fz,Bagmati,Standard,Good/Fair,4 years,59,130000,30,150,2013,26000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),Months ,93,270000,35,200,2018,6532
yamaha,UnKnown,Narayani,Sports,Excellent,3 years,31,145000,40,150,2014,14.5k
bajaj,ns,Bagmati,Sports,Excellent,1 month,95,280000,,200,,800
bajaj,UnKnown,Bagmati,Sports,Excellent,,37,125000,,220,,33000
mahindra,duro,Janakpur,Scooty,Excellent,5 years,5,65000,35,125,,15000
ktm,duke,Bagmati,Sports,Like New (used few times),1 year,82,352000,35,200,2017,
enfield,UnKnown,Bagmati,Standard,Excellent,,38,350000,28,350,2009,27000
honda,UnKnown,Bagmati,Standard,Excellent,2 year,55,85000,40,110,,15000
bajaj,pulsar,Bagmati,Standard,Excellent,,50,150000,,220,,
yamaha,fz,Narayani,Sports,Excellent,,36,156500,48,150,,26000
yamaha,fascino,Gandaki,Scooty,Like New (used few times),4 months,14,180000,12,113,2017,2315
suzuki,gixxer,Bagmati,Sports,Like New (used few times),18 months,75,195000,45,155,2016,11000
electric,electric,Bagmati,Standard,Like New (used few times),8 years,39,375000,30,350,2010,30500
enfield,UnKnown,Bagmati,Standard,Like New (used few times),3 month,84,530000,,500,2017,400
suzuki,gixxer,Bagmati,Standard,Excellent,2yr 9mnth,71,200000,40,155,2015,17000
honda,aviator,Bagmati,Scooty,Excellent,,51,88000,,109,2012,
UnKnown,UnKnown,Bagmati,Standard,Excellent,,95,255000,,149,2018,1600
bajaj,pulsar,Narayani,Standard,Excellent,3 year,25,130000,40,150,2013,29000
honda,unicorn,Bagmati,Standard,Excellent,,53,135000,48,150,,32000
benelli,UnKnown,Mechi,Sports,Excellent,9 months,10,399999,35,250,2017,110000
suzuki,UnKnown,Bagmati,Scooty,Excellent,4 years,52,70000,35,125,,18000
honda,unicorn,Bagmati,Standard,Good/Fair,7Years,59,129000,40,150,2012,27000
bajaj,pulsar,Bagmati,Standard,Excellent,Month 3,93,235000,,,,
um,renegade,Bagmati,Sports,Excellent,,70,200000,35,180,2015,12000
honda,dio,Bagmati,Scooty,Excellent,,52,80000,,,,16000
tvs,apache,Bagmati,Standard,Excellent,18 months ,82,225000,32,200,2016,4300
bajaj,pulsar,Bagmati,Standard,Like New (used few times),5 month,89,280000,40,220,,5200
UnKnown,UnKnown,Bagmati,Standard,Excellent,,44,115000,31,220,,
honda,aviator,Bagmati,Scooty,Excellent,,39,60000,29,110,2011,33000
enfield,UnKnown,Narayani,Standard,,2 yrs,17,275000,26,350,2001,
yamaha,r15,Bagmati,Sports,Excellent,,59,160000,38,150,2013,29000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),6 months,77,174900,45,150,2016,16000
bajaj,avenger,Bagmati,Cruiser,Excellent,3 years,53,114900,35,220,2013,25000
hero,splendor,Bagmati,Standard,Good/Fair,,27,40000,50,,,41000
yamaha,fz,Bagmati,Standard,Like New (used few times),2 yrs,78,180000,40,150,2016,25000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),2 yrs,84,260000,40,220,2017,4600
bajaj,pulsar,Bagmati,Sports,Like New (used few times),1.5 year,73,179000,35,220,2016,14k
yamaha,ray,Bagmati,Standard,Like New (used few times),,69,115000,,113,2016,
bajaj,discover,Bagmati,Standard,Like New (used few times),,58,115000,,125,2013,
honda,dio,Bagmati,Scooty,Excellent,,49,65000,30,,2011,"30,000"
hero,xtreme,Bagmati,Sports,Excellent,,54,125000,,150,,30000
honda,dio,Bagmati,Scooty,Like New (used few times),,90,155000,,,,5000
bajaj,avenger,Bagmati,Standard,Excellent,,31,80000,,,,8660
honda,shine,Bagmati,Cruiser,Good/Fair,5 year,56,110000,35,125,2013,25000
UnKnown,UnKnown,Bagmati,Scooty,Excellent,2yrs,56,62000,,,,25000
bajaj,pulsar,Bagmati,Sports,Excellent,10 months,89,210000,,160,2017,"10,500"
yamaha,UnKnown,Bagmati,Sports,Like New (used few times),4 months,88,305900,35,250,2017,9000
benelli,tnt,Narayani,Sports,Excellent,2year,44,450000,24,300,2016,29000
honda,shine,Bagmati,Standard,Excellent,,66,90000,45,125,2010,53000
tvs,UnKnown,Bagmati,Scooty,Excellent,6 month,51,75000,50,110,2016,17305
bajaj,pulsar,Bagmati,Sports,Excellent,,34,100000,,150,2009,45000
yamaha,UnKnown,Bagmati,Standard,Excellent,,50,100000,,,,
bajaj,pulsar,Bagmati,Standard,Excellent,,71,155000,40,150,2016,33000
mahindra,duro,Bagmati,Scooty,Excellent,3 year,47,52000,32,125,3,12000
bajaj,platina,Bagmati,Standard,Excellent,8 years ,32,60000,50,125,2004,32000
enfield,classic,Narayani,Cruiser,,,48,430000,Km,350,2017,9000
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),6 month,78,230000,35,220,2016,15000
tvs,apache,Lumbini,Sports,Good/Fair,7years,7,70000,40,180,2011,63000
ktm,UnKnown,Gandaki,Sports,Excellent,24 months,11,350000,35,200,2016,20000
yamaha,r15,Koshi,Sports,Excellent,,27,210000,50,,2016,10000
honda,shine,Bagmati,Standard,Excellent,,27,65000,45,125,2007,29710
bajaj,pulsar,Bagmati,Sports,Excellent,1year,72,280000,35,200,2015,20600
honda,unicorn,Bagmati,Cruiser,Excellent,,36,70000,,150,,
hero,cbz,Bagmati,Cruiser,Excellent,,49,70000,,150,,
honda,unicorn,Bagmati,Standard,Excellent,,46,80000,40,150,2011,25000
hero,UnKnown,Bagmati,Standard,Good/Fair,,23,40000,50,100,,57307
bajaj,pulsar,Bagmati,Sports,Excellent,3 years,68,210000,30,200,2015,26000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),4 yrs,60,180000,35,220,2070,17000
bajaj,pulsar,Bagmati,Standard,Excellent,1year,90,195000,,150,,
UnKnown,UnKnown,Gandaki,Scooty,Like New (used few times),1 yr ,12,155000,35,150,2016,7000
honda,dio,Bagmati,Scooty,Like New (used few times),,95,175000,55,110,2018,2000
honda,shine,Bagmati,Standard,Excellent,4 years,43,90000,50,125,2012,54000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),15 month,84,240000,,220,2017,12000
bajaj,pulsar,Bagmati,Sports,Excellent,,66,167000,,220,2014,
UnKnown,UnKnown,Lumbini,Standard,Excellent,2.5year,23,190000,50,149,2015,23678
hero,UnKnown,Bagmati,Standard,Good/Fair,4 years,30,70000,,150,,42000
honda,dio,Bagmati,Scooty,Excellent,,45,60000,,,,
suzuki,gixxer,Bagmati,Sports,Excellent,,80,190000,40,155,2016,17k
ktm,duke,Gandaki,Sports,Excellent,2.5 years,10,300000,30,200,2015,24000
honda,xr,Bagmati,Dirt,Like New (used few times),,82,430000,40,150,,
hero,splendor,Bagmati,Standard,Excellent,3yrs,59,90000,75,110,2015,13000
suzuki,gixxer,Bagmati,Sports,Excellent,1 year,83,220000,,155,2016,18500
bajaj,ns,Bagmati,Sports,Excellent,2 years,78,200000,32,,2016,25000+
UnKnown,UnKnown,Bagmati,Standard,Excellent,,95,260000,,,,
UnKnown,UnKnown,Bagmati,Standard,,,30,40000,,,,
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),2 years,63,269000,22,250,2014,28000
hero,UnKnown,Bagmati,Scooty,Excellent,2 yrs,76,125000,,,,20000
honda,dio,Bagmati,Scooty,Excellent,4-5 yr,32,85000,38,,,21000
honda,xr,Bagmati,Standard,Excellent,18 month,75,375000,45,150,2016,9999
hero,xtreme,Bagmati,Standard,Excellent,8 year,42,75000,40,150,2010,
hero,xtreme,Bagmati,Standard,Excellent,4 year,62,120000,40,150,2014,40000
tvs,apache,Bagmati,Cruiser,Excellent,3 year,67,155000,40,160,2015,20000
UnKnown,UnKnown,Bagmati,Scooty,Excellent,1.5 year,80,115000,35,110,2016,11000
honda,unicorn,Bagmati,Standard,Good/Fair,4 year,58,120000,40,150,2013,36000
UnKnown,UnKnown,Bagmati,Standard,Excellent,14 year,17,55000,45,115,2004,
UnKnown,UnKnown,Bagmati,Standard,Excellent,17 year,11,55000,50,100,2001,
UnKnown,UnKnown,Narayani,Sports,,Used ,0,7000,,,,
um,renegade,Bagmati,Sports,Excellent,2 year,78,170000,35,140,,
enfield,UnKnown,Bagmati,Standard,Excellent,1 year,85,405000,30,350,2016,11000
vespa,UnKnown,Bagmati,Scooty,Excellent,1.5 years,76,215000,,125,,16500
ktm,duke,Bagmati,Sports,Like New (used few times),,60,350000,,390,,
honda,cbr,Bagmati,Sports,Excellent,,68,420000,,,,
UnKnown,UnKnown,Bagmati,Sports,Good/Fair,2yeaes,75,330000,,200,2016,16000
honda,dio,Bagmati,Scooty,Good/Fair,1 year,83,155000,35,100,,15000+
tvs,apache,Narayani,Standard,Like New (used few times),9 months,51,185000,45,160,2017,11000
honda,dio,Bagmati,Scooty,Excellent,,42,68000,,110,,37000
bajaj,pulsar,Bagmati,Standard,Good/Fair,1 year,38,85000,45,150,2009,70000
hero,UnKnown,Bagmati,Standard,Good/Fair,10 years,17,30000,,,,
honda,shine,Bagmati,Standard,Excellent,5 yrs,44,100000,45,125,,
honda,dio,Bagmati,Scooty,Excellent,,40,59000,,,,
honda,dio,Bagmati,Scooty,,,56,95000,,110,2012,13000
honda,unicorn,Bagmati,Sports,,,69,155000,,150,2015,29000
ktm,duke,Bagmati,Sports,Excellent,,81,350000,30,200,2016,26000
mahindra,duro,Bagmati,Scooty,Excellent,3.5 years,52,85000,35,125,,21200
tvs,UnKnown,Gandaki,Cruiser,Good/Fair,,4,90000,,125,,
UnKnown,UnKnown,Gandaki,Sports,Like New (used few times),3yeats,60,120000,123,200,123,13
ktm,duke,Bagmati,Sports,Excellent,1mnth,67,300000,,390,2015,
ktm,duke,Bagmati,Sports,Excellent,1 year,68,350000,,200,,
UnKnown,UnKnown,Bagmati,Cruiser,Excellent,1 year,82,385000,22,373,2017,9400
ktm,duke,Bagmati,Sports,Like New (used few times),,91,430000,35,200,2017,5200
honda,aviator,Bagmati,Scooty,Excellent,1 year,77,170000,35,109,,4000
UnKnown,UnKnown,Bagmati,Standard,Excellent,,34,80000,35,150,2009,65000
bajaj,pulsar,Bagmati,Standard,Excellent,,41,95000,45,150,2010,
benelli,UnKnown,Narayani,Sports,Like New (used few times),9 month,49,350000,,250,2017,
